Stationid,Stationname En,Exitid,Exitname Zh Tw,Exitposition Positionlon,Exitposition Positionlat,layer,stationid,exitid,groovy code,,,"exit """
R27,Hongshulin,2,紅樹林站出口2,121.458583,25.153831,,TaiwanStation_HongShuLinHongshulin,TaiwanStation_HongShuLinHongshulin_2,"exit ""TaiwanStation_HongShuLinHongshulin_2"" with { short_name ""2"" coords { lat 121.458583; lon 25.153831 } layer 0 }",,,
R28,Tamsui,1,淡水站出口1,121.445355,25.168084,,TaiwanStation_DanShuiTamsui,TaiwanStation_DanShuiTamsui_1,"exit ""TaiwanStation_DanShuiTamsui_1"" with { short_name ""1"" coords { lat 121.445355; lon 25.168084 } layer 0 }",,,
R28,Tamsui,2,淡水站出口2,121.445988,25.167577,,TaiwanStation_DanShuiTamsui,TaiwanStation_DanShuiTamsui_2,"exit ""TaiwanStation_DanShuiTamsui_2"" with { short_name ""2"" coords { lat 121.445988; lon 25.167577 } layer 0 }",,,
Y07,Dapinglin,1,大坪林站出口1,121.540874,24.982754,,TaiwanStation_DaPingLinDapinglin,TaiwanStation_DaPingLinDapinglin_1,"exit ""TaiwanStation_DaPingLinDapinglin_1"" with { short_name ""1"" coords { lat 121.540874; lon 24.982754 } layer 0 }",,,
Y07,Dapinglin,2,大坪林站出口2,121.541619,24.982051,,TaiwanStation_DaPingLinDapinglin,TaiwanStation_DaPingLinDapinglin_2,"exit ""TaiwanStation_DaPingLinDapinglin_2"" with { short_name ""2"" coords { lat 121.541619; lon 24.982051 } layer 0 }",,,
Y07,Dapinglin,3,大坪林站出口3,121.541572,24.982982,,TaiwanStation_DaPingLinDapinglin,TaiwanStation_DaPingLinDapinglin_3,"exit ""TaiwanStation_DaPingLinDapinglin_3"" with { short_name ""3"" coords { lat 121.541572; lon 24.982982 } layer 0 }",,,
Y07,Dapinglin,4,大坪林站出口4,121.541405,24.983539,,TaiwanStation_DaPingLinDapinglin,TaiwanStation_DaPingLinDapinglin_4,"exit ""TaiwanStation_DaPingLinDapinglin_4"" with { short_name ""4"" coords { lat 121.541405; lon 24.983539 } layer 0 }",,,
Y07,Dapinglin,5,大坪林站出口5,121.543209,24.982859,,TaiwanStation_DaPingLinDapinglin,TaiwanStation_DaPingLinDapinglin_5,"exit ""TaiwanStation_DaPingLinDapinglin_5"" with { short_name ""5"" coords { lat 121.543209; lon 24.982859 } layer 0 }",,,
Y08,Shisizhang,0,十四張站出口,121.527701,24.984467,,TaiwanStation_ShiSiZhangShisizhang,TaiwanStation_ShiSiZhangShisizhang_0,"exit ""TaiwanStation_ShiSiZhangShisizhang_0"" with { short_name ""0"" coords { lat 121.527701; lon 24.984467 } layer 0 }",,,
Y09,Xiulang Bridge,1,秀朗橋站出口1,121.52574,24.990418,,TaiwanStation_XiuLangQiaoXiulangBridge,TaiwanStation_XiuLangQiaoXiulangBridge_1,"exit ""TaiwanStation_XiuLangQiaoXiulangBridge_1"" with { short_name ""1"" coords { lat 121.52574; lon 24.990418 } layer 0 }",,,
Y09,Xiulang Bridge,2,秀朗橋站出口2,121.525051,24.990549,,TaiwanStation_XiuLangQiaoXiulangBridge,TaiwanStation_XiuLangQiaoXiulangBridge_2,"exit ""TaiwanStation_XiuLangQiaoXiulangBridge_2"" with { short_name ""2"" coords { lat 121.525051; lon 24.990549 } layer 0 }",,,
Y10,Jingping,0,景平站出口,121.516553,24.991968,,TaiwanStation_JingPingJingping,TaiwanStation_JingPingJingping_0,"exit ""TaiwanStation_JingPingJingping_0"" with { short_name ""0"" coords { lat 121.516553; lon 24.991968 } layer 0 }",,,
Y11,Jingan,0,景安站出口,121.504632,24.993731,,TaiwanStation_JingAnJingan,TaiwanStation_JingAnJingan_0,"exit ""TaiwanStation_JingAnJingan_0"" with { short_name ""0"" coords { lat 121.504632; lon 24.993731 } layer 0 }",,,
Y12,Zhonghe,0,中和站出口,121.496052,25.001981,,TaiwanStation_ZhongHeZhonghe,TaiwanStation_ZhongHeZhonghe_0,"exit ""TaiwanStation_ZhongHeZhonghe_0"" with { short_name ""0"" coords { lat 121.496052; lon 25.001981 } layer 0 }",,,
Y13,Qiaohe,0,橋和站出口,121.490461,25.004413,,TaiwanStation_QiaoHeQiaohe,TaiwanStation_QiaoHeQiaohe_0,"exit ""TaiwanStation_QiaoHeQiaohe_0"" with { short_name ""0"" coords { lat 121.490461; lon 25.004413 } layer 0 }",,,
Y14,Zhongyuan,0,中原站出口,121.484159,25.00841,,TaiwanStation_ZhongYuanZhongyuan,TaiwanStation_ZhongYuanZhongyuan_0,"exit ""TaiwanStation_ZhongYuanZhongyuan_0"" with { short_name ""0"" coords { lat 121.484159; lon 25.00841 } layer 0 }",,,
Y15,Banxin,0,板新站出口,121.472212,25.014491,,TaiwanStation_BanXinBanxin,TaiwanStation_BanXinBanxin_0,"exit ""TaiwanStation_BanXinBanxin_0"" with { short_name ""0"" coords { lat 121.472212; lon 25.014491 } layer 0 }",,,
Y16,Banqiao,4,板橋站出口4,121.464938,25.015105,,TaiwanStation_BanQiaoBanqiao,TaiwanStation_BanQiaoBanqiao_4,"exit ""TaiwanStation_BanQiaoBanqiao_4"" with { short_name ""4"" coords { lat 121.464938; lon 25.015105 } layer 0 }",,,
Y16,Banqiao,5,板橋站出口5,121.464312,25.015502,,TaiwanStation_BanQiaoBanqiao,TaiwanStation_BanQiaoBanqiao_5,"exit ""TaiwanStation_BanQiaoBanqiao_5"" with { short_name ""5"" coords { lat 121.464312; lon 25.015502 } layer 0 }",,,
Y17,Xinpu Minsheng,0,新埔民生站出口,121.466839,25.026125,,TaiwanStation_XinBuMinShengXinpuMinsheng,TaiwanStation_XinBuMinShengXinpuMinsheng_0,"exit ""TaiwanStation_XinBuMinShengXinpuMinsheng_0"" with { short_name ""0"" coords { lat 121.466839; lon 25.026125 } layer 0 }",,,
Y18,Touqianzhuang,1,頭前庄站出口1,121.460783,25.03963,,TaiwanStation_TouQianZhuangTouqianzhuang,TaiwanStation_TouQianZhuangTouqianzhuang_1,"exit ""TaiwanStation_TouQianZhuangTouqianzhuang_1"" with { short_name ""1"" coords { lat 121.460783; lon 25.03963 } layer 0 }",,,
Y18,Touqianzhuang,2,頭前庄站出口2,121.460931,25.039068,,TaiwanStation_TouQianZhuangTouqianzhuang,TaiwanStation_TouQianZhuangTouqianzhuang_2,"exit ""TaiwanStation_TouQianZhuangTouqianzhuang_2"" with { short_name ""2"" coords { lat 121.460931; lon 25.039068 } layer 0 }",,,
Y18,Touqianzhuang,3,頭前庄站出口3,121.462247,25.039853,,TaiwanStation_TouQianZhuangTouqianzhuang,TaiwanStation_TouQianZhuangTouqianzhuang_3,"exit ""TaiwanStation_TouQianZhuangTouqianzhuang_3"" with { short_name ""3"" coords { lat 121.462247; lon 25.039853 } layer 0 }",,,
Y18,Touqianzhuang,4,頭前庄站出口4,121.462242,25.040485,,TaiwanStation_TouQianZhuangTouqianzhuang,TaiwanStation_TouQianZhuangTouqianzhuang_4,"exit ""TaiwanStation_TouQianZhuangTouqianzhuang_4"" with { short_name ""4"" coords { lat 121.462242; lon 25.040485 } layer 0 }",,,
Y19,Xingfu,1,幸福站出口1,121.460146,25.050126,,TaiwanStation_XingFuXingfu,TaiwanStation_XingFuXingfu_1,"exit ""TaiwanStation_XingFuXingfu_1"" with { short_name ""1"" coords { lat 121.460146; lon 25.050126 } layer 0 }",,,
Y19,Xingfu,2,幸福站出口2,121.460593,25.049545,,TaiwanStation_XingFuXingfu,TaiwanStation_XingFuXingfu_2,"exit ""TaiwanStation_XingFuXingfu_2"" with { short_name ""2"" coords { lat 121.460593; lon 25.049545 } layer 0 }",,,
Y20,New Taipei Industrial Park,0,新北產業園區站出口,121.459926,25.061548,,TaiwanStation_XinBeiChanYeYuanQuNewTaipeiIndustrialPark,TaiwanStation_XinBeiChanYeYuanQuNewTaipeiIndustrialPark_0,"exit ""TaiwanStation_XinBeiChanYeYuanQuNewTaipeiIndustrialPark_0"" with { short_name ""0"" coords { lat 121.459926; lon 25.061548 } layer 0 }",,,
